Customer ID,Customer Name,Shipping Address,City,Customer Type,Location,Account Status,Longitude,Latitude
2259,Piggin Out Smokehouse,9987 Morrison Rd,Lakewood,On Premise,Colorado,<b class=pill-green>Active</b>,-105.1091724,39.6694019
2261,Gold Hill Liquor,797 Gold Hill Pl S,Woodland Park,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.059874,38.9917864
2263,NATURAL GROCERS - ARVADA,7745 Wadsworth Boulevard,Arvada,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0830505,39.837959
2264,NATURAL GROCERS - GLENWOOD SPRINGS,127 East Meadows Drive,Glenwood Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.3415334,39.55509989999999
2265,NATURAL GROCERS - MONTROSE,3451 RIO GRANDE AVE,Montrose,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.8678281,38.4467715
2267,NATURAL GROCERS - SALIDA,200 F Street,Salida,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.9932687,38.535517
2268,NATURAL GROCERS - GRAND JUNCTION,2464 U.S. 6,Grand Junction,Off Premise,Colorado,<b class=pill-green>Active</b>,-108.5926294,39.0866592
2269,NATURAL GROCERS - BOULDER,2685 Pearl Street,Boulder,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.260122,40.02231159999999
2270,WHISKEY BISCUIT,3299 S Broadway,Englewood,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9880554,39.6567005
2271,Twins Wine & Liquor - Janitell,2713 S Janitell Rd,Colorado Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7884224,38.7954051
2272,SHAME & REGRET,15 E Bijou Street,Colorado Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8243727,38.83656879999999
2273,MICHAEL KLAUER - PP,445 Bryant Street,Denver,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0197759,39.722759
2274,NATURAL GROCERS - LONGMONT,1745 Main Street,Longmont,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.1038485,40.19022750000001
2276,NATURAL GROCERS - CO SPRINGS,7298 North Academy Boulevard,Colorado Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7994092,38.93848260000001
2277,CHEESE IMPORTERS,103 Main Street,Longmont,On Premise,Colorado,<b class=pill-green>Active</b>,-105.1029186,40.1605615
2279,THE STILL WHISKEY STEAKS,151 N COLLEGE AVE,Fort Collins,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0775472,40.5881453
2280,RITA'S LAW,2209 Welton Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.983994,39.7503434
2281,EMBASSY SUITES - LOVELAND,4705 Clydesdale Parkway,Loveland,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9898169,40.4405499
2282,WYMAN'S #5,2033 E 13th Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9626377,39.7369776
2284,KEN CARYL VILLAGE WINE & SPIRITS,12482 WEST KEN CARYL AVE,LITTLETON,On Premise,Colorado,<b class=pill-green>Active</b>,-105.1357177,39.5790269
2312,ESTERS NEIGHBORHOOD PUB - ONEIDA,2201 Oneida,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9085441,39.7500376
2316,FLIGHTS WINE AND COFFEE,7714 Grandview Ave,Arvada,On Premise,Colorado,<b class=pill-green>Active</b>,-105.083119,39.7983767
2319,PINE CREEK COOK HOUSE,11399 Castle Creek Rd,Aspen,On Premise,Colorado,<b class=pill-green>Active</b>,-106.8089318,39.0380363
2320,FRISCO PRIME,20 Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.1025748,39.5747598
2325,Berthoud Brewing Company,450 S 8th St,Berthoud,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0848545,40.30449480000001
2329,FORT COLLINS COUNTRY CLUB,1920 COUNTRY CLUB RD,Fort Collins,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0425909,40.62273270000001
2330,WHOLLY STROMBOLI,410 Denver Ave,Fort Lupton,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8103056,40.0834715
2331,BRIAR COMMON BREWERY + EATERY,2298 Clay Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0203594,39.7510677
2332,Evergreen Wine & Liquor,29017 Hotel Way,Evergreen,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.3292635,39.69755079999999
2334,MI CASA MEXICAN RESTAURANT AND CANTINA,600 South Park Avenue,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.046246,39.4776478
2335,ALAMO DRAFTHOUSE CINEMA-WESTMINSTER,8905 Westminster Boulevard,Westminster,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0616731,39.8584958
2340,BLACK SKY BREWERY,490 Santa Fe Drive,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9982614,39.7239223
2342,MARSHALL LIQUORS,5216 Marshall Street,Arvada,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0681167,39.7916909
2343,SNOWPACK TAPROOM & KITCHEN,11863 Springs Road,Conifer,On Premise,Colorado,<b class=pill-green>Active</b>,-105.3267021,39.5008346
2344,THE PINT ROOM,2620 West Belleview Avenue,Littleton,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0186213,39.6232447
2346,THE PRESERVERY,3040 Blake Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9812815,39.7641161
2348,NATURAL GROCERS - PARKER,11402 S Parker Road,Parker,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7623643,39.5096803
2349,THE LIBRARY CO BAR & KITCHEN,3911 Ambrosia Street,Castle Rock,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8862139,39.4027855
2351,HISTORIC PARK THEATER & CAFE,130 Moraine Avenue,Estes Park,On Premise,Colorado,<b class=pill-green>Active</b>,-105.5233044,40.37545859999999
2352,THE SLAB,116 E Elkhorn Avenue,Estes Park,On Premise,Colorado,<b class=pill-green>Active</b>,-105.5230145,40.3760666
2353,HIGHSIDE KITCHEN & BREWERY,720 East Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0928146,39.5763699
2354,GREEN VALLEY RANCH BEER GARDEN,4995 Argonne Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.7701887,39.7871202
2355,7-Eleven #32267B,10998 State Hwy 9,Breckenridge,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.0451439,39.4938831
2356,POUR TAP HOUSE,12433 E 104TH AVE,Commerce City,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8428422,39.886908
2358,THE UPTOWN,304 Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0986048,39.5756045
2361,SCISSORS & SCOTCH,7600 Land Mark Way,Greenwood Village,On Premise,Colorado,<b class=pill-green>Active</b>,-104.900052,39.617456
2362,UNCLE 2,95 S. Pennsylvania St,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9817745,39.7148261
2364,Natural Grocers - Woodland Park,916 Paradise Lodge Ln,Woodland Park,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.044873,38.98397
2367,HACIENDA REAL,842 N Summit Blvd,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0968128,39.5885127
2370,TELLER HOUSE,120 Eureka Street,Central City,On Premise,Colorado,<b class=pill-green>Active</b>,-105.5131955,39.8009357
2371,DOWNSTAIRS AT ERIC'S,111 S Main Street,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0464526,39.4817769
2372,Pure Kitchen,116 Basecamp Way,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0992756,39.5878179
2373,CHIMAYO MEXICAN GRILL,324 Dillon Ridge Road,Dillon,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0545577,39.6291024
2376,THE CLUBHOUSE RESTAURANT,200 Clubhouse Drive,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.033549,39.5244454
2377,Natural Grocers - Evergreen,1291 Bergen Pkwy,Evergreen,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.360643,39.6920592
2383,HERB'S JAZZ & BLUES,2057 Larimer Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9918024,39.7538935
2385,JING - ASPEN,413 E Main Street,Aspen,On Premise,Colorado,<b class=pill-green>Active</b>,-106.8189689,39.1903246
2386,SUMMIT LIQUORS,21801 Highway 6,Dillon,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.9759612,39.6066304
2387,HAYTER'S & COMPANY,1920 Blake Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9948805,39.7535476
2388,GIGGLING GRIZZLY,1320 20th Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9933088,39.7532621
2389,ROXYS SPIRITS,119F ASPEN AIRPORT BUSINESS CENTER,Aspen,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.8619969,39.2207182
2391,PIER 13 LIQUOR,41131 US HIGHWAY 6,AVON,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.4737248,39.6219581
2397,THE LIQUOR CABINET,1540 Main Street,Windsor,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.9289165,40.481298
2400,SNOWMASS RANCH LIQUORS,26808 Colorado 82,Snowmass,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.9846086,39.3305368
2405,ARGENTOS EMPANADAS & MORE,273 Summit Place,Silverthorne,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0633749,39.6267546
2406,San Juan Liquors,177 Sherman St,Ridgway,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.7508113,38.151864
2408,GINGER AND BAKER,359 LINDEN ST,FORT COLLINS,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0736058,40.5900191
2414,5TH AVE GRILLE,423 MAIN ST,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0967647,39.5763611
2415,BAGALIS,320 E Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.097959,39.575641
2416,GRECO'S PASTARIA,311 E Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0985159,39.5757915
2417,OLLIE'S PUB & GRUB - FRISCO,620 Main Street,Frisco,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0940088,39.576122
2418,OLLIE'S PUB & GRUB - BRECKENRIDGE,401 S Main Street,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.045561,39.4780551
2421,Rockin R Ranch,91 River Run Rd,Keystone,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.9433766,39.6067338
2422,CRAFT ALLEY,1455 S PEARL ST,Denver,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.9806654,39.6902856
2423,ELEVATED SELTZER,5610 Yukon Street,Arvada,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0824732,39.7995091
2424,THE FLIPSIDE,140 E 4th Street,Loveland,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0747591,40.3952428
2425,HOPS N DROPS,5820 Stetson Hills Blvd,Colorado Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.7176877,38.9113636
2426,ROAD 34 DELI & TAVERN,1213 West Elizabeth Street,Fort Collins,On Premise,Colorado,<b class=pill-green>Active</b>,-105.098351,40.5743689
2431,BENDER'S BAR & GRILL,10710 Westminster Blvd,Westminster,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0684364,39.8915997
2432,NATURAL GROCERS - LITTLETON,6475 South Kipling Parkway,Littleton,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.1093591,39.598664
2435,T BYRD'S TACOS & TEQUILA,26 E Kiowa Street,Colorado Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8240841,38.8354906
2436,THE TOWNHOUSE SPORTS GRILL,907 Manitou Ave,Manitou Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.917874,38.8581899
2437,KEG LOUNGE,730 Manitou Ave,Manitou Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9155471,38.8574943
2440,LARIAT LODGE BREWING CO - LITTLETON,12684 West Indore Place,Littleton,On Premise,Colorado,<b class=pill-green>Active</b>,-105.1403777,39.5795127
2444,ALPINE LIQUOR STORE,134 Emma Road,Basalt,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.0337389,39.36444609999999
2447,Matchbox - Denver,2625 Larimer St,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9850249,39.7590973
2448,715 CLUB,715 E 26TH AVE,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9775648,39.7547599
2449,TURTLE'S GLENWOOD LIQUORS,1918 Grand Ave,Glenwood Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.3249,39.5321912
2450,LEADVILLE LIQUOR,1619 North Poplar Street,Leadville,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.2931531,39.2576884
2452,Providence at 5280,5280 W 25th Ave,Edgewater,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0543031,39.75289009999999
2455,BLACK DIAMOND GOURMET - MAIN,505 South Main Street,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0450226,39.4762055
2456,Black Diamond Gourmet - Snowflake,42 Snowflake Dr,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0526199,39.4777189
2457,JOVANINA,1520 BLAKE ST,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9996656,39.7497602
2460,AMERICAN ELM,4132 W 38th Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0413353,39.7692456
2461,Sam's Club #6630,7370 W 52nd Ave,Arvada,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0776468,39.7887307
2462,W Aspen,550 S Spring St,Aspen,On Premise,Colorado,<b class=pill-green>Active</b>,-106.8169144,39.1864371
2464,THE STINKY BOOT SALOON,75 Snowflake Drive,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0532932,39.4759804
2465,THE OFFICE,230 3rd Street,Castle Rock,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8607398,39.3720536
2466,Goodfellas Smoke Shop,1007 Caprice Drive,Castle Rock,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8640779,39.3806745
2467,GRAND AVENUE LIQUORS,1512 Grand Avenue,Glenwood Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.3241841,39.5376532
2470,THREE BOYS LIQUOR,1580 MEADOWBROOK PKWY,Colorado Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.6839726,38.8554416
2472,VENICE,1700 Wynkoop Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9993259,39.7528848
2473,LODGE AT BRECKENRIDGE,112 Overlook Drive,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0319194,39.4730467
2476,Colorado Concept,221 Main Street,Breckenridge,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.0461771,39.4799634
2477,ZOMO,3457 South Broadway,Englewood,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9879226,39.6538901
2480,Liquor Depot - Winter Park,78331 US Hwy 40,Winter Park,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.7870658,39.9258908
2481,LUNA'S TACOS & TEQUILA,806 9th Street,Greeley,On Premise,Colorado,<b class=pill-green>Active</b>,-104.6913187,40.4236378
2482,BEASTS AND BREWS,7 Spectrum Loop,Colorado Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8147282,39.0204059
2483,COUNTRYSIDE LIQUOR,109 E 37th Street,Loveland,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0765881,40.430972
2484,THE CROWN,215 South Main Street,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0462524,39.4801339
2485,NATURAL GROCERS - LAKEWOOD,12612 West Alameda Pkwy,Lakewood,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.138139,39.7023012
2486,NEW BELGIUM RANGER STATION,100 Elbert Lane,Snowmass Village,On Premise,Colorado,<b class=pill-green>Active</b>,-106.9532996,39.2060688
2491,THE BLUE FISH AT BRECKENRIDGE,112 Lincoln Avenue,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0452128,39.4823855
2494,GREELEY LIQUOR WAREHOUSE,1020 28th Avenue,Greeley,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7248807,40.4217904
2495,WILD WEST LIQUORS,51235 Highway 6,Glenwood Springs,Off Premise,Colorado,<b class=pill-green>Active</b>,-107.3593591,39.5618369
2498,IMPROPER CITY,3201 Walnut Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9787712,39.7653517
2499,THE HIGH LONESOME,3360 Navajo Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0038533,39.7643126
2500,STONEY'S BAR & GRILL,1111 LINCOLN ST,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9864392,39.7342616
2501,Brutal Poodle,1967 S Broadway,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9878313,39.6809084
2505,Manning's Steaks and Spirits,11100 W Alameda Ave,Lakewood,On Premise,Colorado,<b class=pill-green>Active</b>,-105.1229947,39.710438
2509,URBAN BEETS,5616 Olde Wadsworth Blvd,Arvada,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0814584,39.7995592
2511,TOWER LIQUORS,18611 Green Valley Ranch Boulevard,Denver,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7682743,39.7850059
2512,GRABOWSKI'S PIZZERIA,3350 Brighton Blvd,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9797577,39.7686109
2514,WEST END TAVERN,926 Pearl Street,Boulder,On Premise,Colorado,<b class=pill-green>Active</b>,-105.2832452,40.0170002
2516,TACOS TEQUILA WHISKEY,3300 West 32nd Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0302269,39.7619629
2517,LION'S LAIR,2022 E Colfax Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9628202,39.7397892
2518,CONGRESS PARK,833 Colorado Blvd,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9410984,39.7298007
2519,HUNGRY ELEPHANT,2300 Steele City Park Zoo,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.948953,39.7501637
2520,MT MASSIVE LIQUORS,1017 Poplar Street,Leadville,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.291452,39.2529916
2522,PINBALL JONES,107 Linden Street,Fort Collins,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0765746,40.5873915
2523,CREATE COOKING SCHOOL,2501 DALLAS ST #128,Aurora,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8773876,39.7530479
2524,NATURAL GROCERS - FRISCO,970 N 10 MILE DR,Frisco,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.0944222,39.5902664
2531,BLUE RIVER BISTRO,305 N MAIN ST,Breckenridge,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0464297,39.4852681
2532,WHISKEY TANGO FOXTROT,2907 HURON ST,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9973095,39.7586622
2533,SOCIETY SPORTS AND SPIRITS,1434 BLAKE ST,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.000686,39.748979
2536,WALTER'S 303 PIZZERIA & PUBLIK HOUSE - LO,200 Quebec Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9017068,39.7200488
2537,PLATT PARK BREWING CO,1875 S PEARL ST,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9808936,39.6825699
2538,SKYLIGHT,833 Santa Fe Drive,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9989918,39.7295765
2540,Natural Grocers - Castle Rock,4510 Trail Boss Dr,Castle Rock,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.859032,39.4072884
2541,PLAYERS PUB,8 South Broadway,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9870098,39.7163238
2543,OSCAR'S LIQUOR,838 S PRAIRIE AVE,Pueblo,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.6435014,38.2520406
2544,NATURAL GROCERS - MONUMENT,1216 Baptist Road,Monument,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.8481069,39.0573546
2545,NORTH COUNTY,94 Rampart Way,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8973215,39.7193616
2546,OFFICER'S CLUB,84 Rampart Way,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8971827,39.7192903
2550,Arvada Liquor Mart,9528 W 58th Ave,Arvada,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.1033754,39.8027494
2558,NATURAL GROCERS - AURORA SOUTH,3440 South Tower Road,Aurora,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.7720804,39.6539817
2559,NATURAL GROCERS - CENTENNIAL-ARAPAHOE,11753 East Arapahoe Road,Centennial,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.852885,39.5954671
2562,GOPHER LIQUORS,5929 S UNIVERSITY BLVD,Greenwood Village,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.9602174,39.6088281
2563,Squire Lounge,1800 E Colfax Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9657729,39.7398041
2564,WINDSOR MILL TAVERN,301 Main Street,Windsor,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9009711,40.4795395
2566,SEVEN LIQUORS,1668 Main Street,Longmont,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.1013793,40.1881408
2567,NATURAL GROCERS - GLENDALE,4500 East Alameda Avenue,Glendale,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.9354631,39.7109002
2568,Mountain Style,111 S Main St,Breckenridge,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.0464083,39.4817754
2569,Mountain Vibe,135 S Main St,Breckenridge,Off Premise,Colorado,<b class=pill-green>Active</b>,-106.0463117,39.4808834
2574,COTTONWOOD LIQUORS,3645 S College Ave,Fort Collins,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0775472,40.53638
2575,FRUIT OF THE VINE SPIRITS & WINE,19423 N TURKEY CREEK RD,Morrison,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.2210953,39.5920461
2576,TIMBERLINE CRAFT KITCHEN AND COCKTAILS,246 Rainbow Drive,Silverthorne,On Premise,Colorado,<b class=pill-green>Active</b>,-106.0701718,39.6306684
2578,NATURAL GROCERS - GOLDEN,2401 Ford Street,Golden,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.2091395,39.7469164
2579,NATURAL GROCERS - MISSION TRACE,3333 South Wadsworth Boulevard,Lakewood,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0829626,39.6563612
2581,Rialto Theater Center,228 E 4th St,Loveland,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0738178,40.3951576
2584,THE 1UP ARCADE - COLFAX,717 East Colfax Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9780638,39.7401876
2585,ROSETTA HALL,1109 Walnut Street,Boulder,On Premise,Colorado,<b class=pill-green>Active</b>,-105.2806943,40.0170388
2587,LOWRY BEER GARDEN,7577 East Academy Blvd,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8963005,39.7202975
2588,TOTAL WINE BEER SPIRITS & MORE - CENTENNI,9505 East County Line Road,Centennial,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.8791209,39.5675202
2589,WARWICK HOTEL DENVER,1776 Grant Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9831985,39.7442573
2590,DENVER DISTILLERY,244 South Broadway,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9873474,39.7121735
2591,LOS CAZADORES,60 El Jebel Road,El Jebel,On Premise,Colorado,<b class=pill-green>Active</b>,-107.090261,39.393722
2592,TEQUILA'S,64 El Jebel Road,El Jebel,On Premise,Colorado,<b class=pill-green>Active</b>,-107.0894259,39.3947631
2593,WALTER'S 303 PIZZERIA & PUBLIK HOUSE - BO,5194 S Lowell Blvd,Littleton,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0345664,39.6225721
2594,LOBBY,2191 Arapahoe Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9886684,39.75344399999999
2596,HYATT REGENCY AURORA-DENVER CONFERENCE CE,13200 E 14th Place,Aurora,On Premise,Colorado,<b class=pill-green>Active</b>,-104.8354295,39.737406
2597,THE GLENN BAR & GRILL,11140 Irma Drive,Northglenn,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9659692,39.8985478
2598,HIGHLAND TAVERN,3400 Navajo Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-105.003903,39.764588
2613,DENVER MARRIOTT TECH CENTER,4900 South Syracuse Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9018424,39.6269584
2615,RITUAL SOCIAL HOUSE,1209 E 13th Ave,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9725356,39.7370354
2620,CARBONDALE BEER WORKS,647 Main Street,Carbondale,On Premise,Colorado,<b class=pill-green>Active</b>,-107.213102,39.4007164
2623,GARFINKEL'S,536 E Lionshead Circle,Vail,On Premise,Colorado,<b class=pill-green>Active</b>,-106.3871229,39.6441645
2625,RUM RUNNER LIQUOR,5062 Federal Blvd,Denver,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.0248531,39.7885783
2626,ROSETTA HALL-RETAIL WAREHOUSE,1309 Spruce Street,Boulder,On Premise,Colorado,<b class=pill-green>Active</b>,-105.2787073,40.0195608
2627,TAQUERIA EL NOPAL #2,2902 Glen Ave,Glenwood Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-107.3209047,39.5223516
2628,GLENWOOD CANYON BREWPUB,402 7th Street,Glenwood Springs,On Premise,Colorado,<b class=pill-green>Active</b>,-107.3228908,39.5475746
2629,TALL GRASS LIQUORS,21699 East Quincy Avenue,Aurora,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.73669,39.6400317
2633,MUSIC CITY HOT CHICKEN,111 W Prospect Road,Fort Collins,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0787118,40.56673440000001
2634,JW MARRIOTT/HOTEL CLIO DENVER CHERRY CREEK,150 Clayton Lane,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9556206,39.7188876
2635,RENAISSANCE DENVER DOWNTOWN,918 17th Street,Denver,On Premise,Colorado,<b class=pill-green>Active</b>,-104.9931946,39.747391
2636,GOLDEN TOWN LIQUOR,17221 S Golden Road,Golden,Off Premise,Colorado,<b class=pill-green>Active</b>,-105.195184,39.73889
2638,MOLLY'S SPIRITS - GREENWOOD VILLAGE,8557 East Arapahoe Road,Greenwood Village,Off Premise,Colorado,<b class=pill-green>Active</b>,-104.8909788,39.5963018
2639,Adelitas Cocina y Cantina-Littleton,2609 W Main St,Littleton,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0186206,39.6139861
2640,DOS LOCOS MEXICAN RESTAURANT & CANTINA,22869 US-6,Keystone,On Premise,Colorado,<b class=pill-green>Active</b>,-105.9535556,39.6090348
2641,COPPER MOUNTAIN- SOLITUDE,182 Copper Circle,Copper Mountain,On Premise,Colorado,<b class=pill-green>Active</b>,-106.1581659,39.5012745
2642,ROGER'S BAR,5505 W 20TH AVE #100,Edgewater,On Premise,Colorado,<b class=pill-green>Active</b>,-105.0573853,39.749235
2643,EL TAPATIO MEXICAN RESTAURANT,714 GOLDEN RIDGE RD,Golden,On Premise,Colorado,<b class=pill-green>Active</b>,-105.2080083,39.7290926
